student_id,cohort,program,gender,region,guardian,has_internet,course_id,course,semester,enrollment_date,study_hours,attendance_pct,midterm_score,final_score,project_score,final_grade,passed
S0023,2022,Engineering,F,Central,Other,True,C02,Statistics,Spring 2023,2023-01-16,23.3,92.1,66.0,71.8,72.1,B,True
S0023,2022,Engineering,F,Central,Other,True,C03,Data Structures,Fall 2022,2022-09-05,15.7,62.7,62.9,55.8,58.9,C,True
S0023,2022,Engineering,F,Central,Other,True,C04,Linear Algebra,Spring 2023,2023-01-16,24.9,76.2,52.9,76.7,61.6,C,True
S0023,2022,Engineering,F,Central,Other,True,C05,Machine Learning,Fall 2022,2022-09-05,14.2,68.9,59.1,73.5,65.5,C,True
S0023,2022,Engineering,F,Central,Other,True,C06,Databases,Spring 2023,2023-01-16,14.6,100.0,65.0,32.7,69.0,D,True
S0024,2023,Engineering,F,North,Mother,True,C01,Python Programming,Fall 2023,2023-09-04,30.8,59.7,72.7,55.5,70.5,C,True
S0024,2023,Engineering,F,North,Mother,True,C02,Statistics,Spring 2024,2024-01-15,13.3,88.5,71.9,64.7,51.6,C,True
S0024,2023,Engineering,F,North,Mother,True,C03,Data Structures,Fall 2023,2023-09-04,24.1,92.7,79.0,57.6,39.7,C,True
S0024,2023,Engineering,F,North,Mother,True,C04,Linear Algebra,Spring 2024,2024-01-15,15.2,63.7,77.6,74.8,65.7,B,True
S0024,2023,Engineering,F,North,Mother,True,C05,Machine Learning,Fall 2023,2023-09-04,19.6,99.0,71.3,76.9,78.0,B,True
S0024,2023,Engineering,F,North,Mother,True,C06,Databases,Spring 2024,2024-01-15,15.9,37.3,27.3,38.0,70.9,F,False
S0025,2024,Information Technology,M,East,Mother,True,C01,Python Programming,Fall 2024,2024-09-02,31.7,56.0,60.0,68.6,60.1,C,True
S0025,2024,Information Technology,M,East,Mother,True,C02,Statistics,Spring 2025,2025-01-13,27.9,64.8,85.3,63.4,77.1,B,True
S0025,2024,Information Technology,M,East,Mother,True,C03,Data Structures,Fall 2024,2024-09-02,13.9,76.8,62.9,46.9,63.0,C,True
S0025,2024,Information Technology,M,East,Mother,True,C04,Linear Algebra,Spring 2025,2025-01-13,17.4,98.2,62.1,67.9,51.7,C,True
S0025,2024,Information Technology,M,East,Mother,True,C05,Machine Learning,Fall 2024,2024-09-02,19.5,98.8,67.9,85.0,71.7,B,True
S0025,2024,Information Technology,M,East,Mother,True,C06,Databases,Spring 2025,2025-01-13,34.7,,54.4,51.6,91.3,C,True
S0026,2024,Computer Science,M,Central,Father,True,C01,Python Programming,Fall 2024,2024-09-02,26.7,85.3,90.3,47.6,65.9,C,True
S0026,2024,Computer Science,M,Central,Father,True,C02,Statistics,Spring 2025,2025-01-13,25.4,70.9,72.3,98.7,64.8,B,True
S0026,2024,Computer Science,M,Central,Father,True,C03,Data Structures,Fall 2024,2024-09-02,24.9,66.5,54.8,79.2,72.0,B,True
S0026,2024,Computer Science,M,Central,Father,True,C04,Linear Algebra,Spring 2025,2025-01-13,3.7,56.6,72.0,55.4,56.8,C,True
S0026,2024,Computer Science,M,Central,Father,True,C05,Machine Learning,Fall 2024,2024-09-02,14.2,86.0,46.8,50.1,69.0,D,True
S0026,2024,Computer Science,M,Central,Father,True,C06,Databases,Spring 2025,2025-01-13,9.4,80.4,73.6,64.7,66.8,C,True
S0027,2024,Data Science,F,East,Other,True,C01,Python Programming,Fall 2024,2024-09-02,17.5,93.9,65.2,54.0,63.0,C,True
S0027,2024,Data Science,F,East,Other,True,C02,Statistics,Spring 2025,2025-01-13,21.4,82.8,76.3,86.5,78.6,B,True
S0027,2024,Data Science,F,East,Other,True,C03,Data Structures,Fall 2024,2024-09-02,17.5,68.2,47.8,55.1,63.2,D,True
S0027,2024,Data Science,F,East,Other,True,C04,Linear Algebra,Spring 2025,2025-01-13,26.2,78.0,95.7,70.9,66.6,B,True
S0027,2024,Data Science,F,East,Other,True,C05,Machine Learning,Fall 2024,2024-09-02,21.0,100.0,58.8,81.9,70.6,B,True
S0027,2024,Data Science,F,East,Other,True,C06,Databases,Spring 2025,2025-01-13,26.9,62.1,63.0,41.6,57.0,D,True
S0028,2022,Computer Science,M,East,Father,True,C01,Python Programming,Fall 2022,2022-09-05,10.2,78.4,54.1,51.4,73.0,C,True
S0028,2022,Computer Science,M,East,Father,True,C02,Statistics,Spring 2023,2023-01-16,19.1,89.5,80.1,56.2,76.6,C,True
S0028,2022,Computer Science,M,East,Father,True,C03,Data Structures,Fall 2022,2022-09-05,10.1,94.9,55.7,89.4,71.5,B,True
S0028,2022,Computer Science,M,East,Father,True,C04,Linear Algebra,Spring 2023,2023-01-16,23.5,90.8,65.9,69.1,75.6,C,True
S0028,2022,Computer Science,M,East,Father,True,C05,Machine Learning,Fall 2022,2022-09-05,12.3,78.5,75.6,81.9,73.8,B,True
S0028,2022,Computer Science,M,East,Father,True,C06,Databases,Spring 2023,2023-01-16,13.3,72.7,50.3,41.3,69.5,D,True
S0029,2024,Computer Science,F,South,Mother,True,C01,Python Programming,Fall 2024,2024-09-02,21.8,78.6,70.6,64.4,71.8,C,True
S0029,2024,Computer Science,F,South,Mother,True,C02,Statistics,Spring 2025,2025-01-13,22.7,65.0,62.0,54.1,62.6,C,True
S0029,2024,Computer Science,F,South,Mother,True,C03,Data Structures,Fall 2024,2024-09-02,25.5,83.1,,65.4,98.7,B,True
S0029,2024,Computer Science,F,South,Mother,True,C04,Linear Algebra,Spring 2025,2025-01-13,15.2,80.6,72.3,59.9,84.3,C,True
S0029,2024,Computer Science,F,South,Mother,True,C05,Machine Learning,Fall 2024,2024-09-02,11.6,81.3,59.7,50.9,58.1,C,True
S0029,2024,Computer Science,F,South,Mother,True,C06,Databases,Spring 2025,2025-01-13,7.8,64.5,56.2,61.4,70.7,C,True
S0030,2024,Information Technology,M,North,Mother,True,C01,Python Programming,Fall 2024,2024-09-02,20.4,61.9,50.7,46.0,53.5,D,True
S0030,2024,Information Technology,M,North,Mother,True,C02,Statistics,Spring 2025,2025-01-13,24.8,75.6,71.5,39.6,74.9,C,True
S0030,2024,Information Technology,M,North,Mother,True,C03,Data Structures,Fall 2024,2024-09-02,20.7,60.2,39.9,48.7,71.1,D,True
S0030,2024,Information Technology,M,North,Mother,True,C04,Linear Algebra,Spring 2025,2025-01-13,11.1,64.2,51.5,34.6,49.5,F,False
S0030,2024,Information Technology,M,North,Mother,True,C05,Machine Learning,Fall 2024,2024-09-02,9.7,73.3,69.9,36.5,61.4,D,True
S0030,2024,Information Technology,M,North,Mother,True,C06,Databases,Spring 2025,2025-01-13,14.0,92.5,58.6,76.5,68.6,C,True
S0031,2023,Information Technology,M,East,Mother,False,C01,Python Programming,Fall 2023,2023-09-04,20.2,90.3,51.2,59.0,58.8,C,True
S0031,2023,Information Technology,M,East,Mother,False,C02,Statistics,Spring 2024,2024-01-15,25.1,82.0,41.7,76.6,82.6,C,True
S0031,2023,Information Technology,M,East,Mother,False,C03,Data Structures,Fall 2023,2023-09-04,18.6,50.1,27.1,52.9,53.2,D,True
S0031,2023,Information Technology,M,East,Mother,False,C04,Linear Algebra,Spring 2024,2024-01-15,22.3,53.2,45.5,73.4,49.0,C,True
S0031,2023,Information Technology,M,East,Mother,False,C05,Machine Learning,Fall 2023,2023-09-04,21.8,91.5,67.3,72.3,48.2,C,True
S0031,2023,Information Technology,M,East,Mother,False,C06,Databases,Spring 2024,2024-01-15,19.8,78.9,61.1,60.6,50.9,C,True
S0032,2023,Engineering,M,Central,Mother,True,C01,Python Programming,Fall 2023,2023-09-04,19.3,,64.3,45.6,75.9,C,True
S0032,2023,Engineering,M,Central,Mother,True,C02,Statistics,Spring 2024,2024-01-15,13.5,99.7,54.1,58.5,66.3,C,True
S0032,2023,Engineering,M,Central,Mother,True,C03,Data Structures,Fall 2023,2023-09-04,29.3,67.6,67.7,27.8,67.6,D,True
S0032,2023,Engineering,M,Central,Mother,True,C04,Linear Algebra,Spring 2024,2024-01-15,25.6,70.1,60.2,59.3,48.2,C,True
S0032,2023,Engineering,M,Central,Mother,True,C05,Machine Learning,Fall 2023,2023-09-04,3.2,63.5,49.5,74.2,71.0,C,True
S0032,2023,Engineering,M,Central,Mother,True,C06,Databases,Spring 2024,2024-01-15,12.8,90.1,46.2,75.9,61.0,C,True
S0033,2022,Data Science,M,North,Mother,True,C01,Python Programming,Fall 2022,2022-09-05,19.9,67.6,68.7,54.5,74.6,C,True
S0033,2022,Data Science,M,North,Mother,True,C02,Statistics,Spring 2023,2023-01-16,14.9,77.3,69.1,90.5,76.8,B,True
S0033,2022,Data Science,M,North,Mother,True,C03,Data Structures,Fall 2022,2022-09-05,21.6,82.3,74.0,52.5,64.2,C,True
S0033,2022,Data Science,M,North,Mother,True,C04,Linear Algebra,Spring 2023,2023-01-16,16.8,77.1,76.1,74.8,66.2,B,True
S0033,2022,Data Science,M,North,Mother,True,C05,Machine Learning,Fall 2022,2022-09-05,23.4,50.9,56.0,63.7,76.8,C,True
S0033,2022,Data Science,M,North,Mother,True,C06,Databases,Spring 2023,2023-01-16,22.1,76.0,56.3,62.0,68.9,C,True
S0034,2024,Data Science,M,Central,Other,True,C01,Python Programming,Fall 2024,2024-09-02,15.2,75.8,59.0,58.0,72.4,C,True
